id	filename	md5	size	state
a8131b79-6bb4-42ca-b39a-627f4f85de9a	a8131b79-6bb4-42ca-b39a-627f4f85de9a/15ba1434-3b27-41da-9013-138f76437c7e.wxs.aliquot_ensemble_masked.maf.gz	50d77f2b54439d09bd64f70f2e300988	16181	validated
af96b578-0416-4d3e-b2fa-9c45f3d1b094	af96b578-0416-4d3e-b2fa-9c45f3d1b094/d6e4a9aa-acff-44f6-8c36-040ebbf312bb.wxs.aliquot_ensemble_masked.maf.gz	7b0003b5e08984aa15700972bc88d1b5	14278	validated
b83484c0-c1d4-4e09-b593-3b7fab49be6b	b83484c0-c1d4-4e09-b593-3b7fab49be6b/b3d02abe-c2d7-46a7-b7ed-af468f5735f2.wxs.aliquot_ensemble_masked.maf.gz	cc81c3a7f5b06127d855b5fd7c394cf6	9907	validated
bb2d86ad-7aa6-4b59-a057-1f94712d2013	bb2d86ad-7aa6-4b59-a057-1f94712d2013/38d4d700-62dd-4d80-9fc8-2cabfe27c6c0.wxs.aliquot_ensemble_masked.maf.gz	c5e45c42fd0ec645f65a0c2c6cbb86ae	16037	validated
bf35f881-c918-4468-93e8-4c442b8be86f	bf35f881-c918-4468-93e8-4c442b8be86f/13ade4c1-d4b6-4568-a148-073c55f0b1ca.wxs.aliquot_ensemble_masked.maf.gz	05ede9ced349104dbd06dd1f1acfdad4	12202	validated
c1fdf8c4-d2f9-4ed8-815a-81fb4a0c6931	c1fdf8c4-d2f9-4ed8-815a-81fb4a0c6931/4d70e4ee-aef5-4717-a412-fa6b4d016496.wxs.aliquot_ensemble_masked.maf.gz	8d8e711dc11ff2b717a6e84b6896dfcd	7312	validated
c43ffd8f-2562-4a58-b948-293f8efb2d46	c43ffd8f-2562-4a58-b948-293f8efb2d46/421c903c-7793-49dc-b822-98b39d9d3345.wxs.aliquot_ensemble_masked.maf.gz	5edd5784012a073aa9b9fd4945238be9	15942	validated
c574bc0d-bca3-479e-a5b0-d766543794eb	c574bc0d-bca3-479e-a5b0-d766543794eb/d3e09991-c222-4d78-9d80-14e68f51ffe8.wxs.aliquot_ensemble_masked.maf.gz	f65ebd36233896d4f0c808c00ec452c9	8795	validated
c7ed8708-1d77-42e7-a810-4be4095c8104	c7ed8708-1d77-42e7-a810-4be4095c8104/425d4791-ff3d-4b94-85e0-6f6a74b140d7.wxs.aliquot_ensemble_masked.maf.gz	445df21c107f785b460a0635bfa9b53a	12082	validated
cb4879ba-9b49-4678-9428-fa90da39b582	cb4879ba-9b49-4678-9428-fa90da39b582/78c4a9a1-ad23-4fa3-8975-9199003fb583.wxs.aliquot_ensemble_masked.maf.gz	1ec1f5f886d3c54fe325609d59ca088f	10111	validated
